GCSs_coordinate	N3E
4126055	9,769102488
4080611	9,774798112
1734690	9,788233859
1359958	9,793670763
436043	9,799440338
3743617	9,814927911
1858203	9,815616929
2199186	9,817218799
4179689	9,818482464
3948237	9,827056094
589468	9,827850657
2219781	9,837384641
2657319	9,839286308
4002612	9,842288225
2562397	9,844598196
3354216	9,85441379
594403	9,855285996
2579586	9,855926843
3436247	9,857187208
439029	9,861365479
3543606	9,864027133
3948356	9,865647082
3107199	9,867725804
383123	9,873854686
618464	9,875019895
2620622	9,888261672
3326238	9,894561846
4114369	9,895288838
478597	9,906843762
2375264	9,912337448
3355576	9,913087754
3948648	9,921854517
3952493	9,921889198
723785	9,932463923
3792577	9,933589119
2652835	9,93873059
948838	9,951450251
2519835	9,952630292
4179696	9,953361262
3458032	9,958277433
4081138	9,963793916
2890350	9,966252688
4097046	9,967285086
848399	9,969902942
3431198	9,971351257
1231137	9,979728266
3303568	9,983398146
118963	9,992284657
3252675	9,992759077
3755792	9,999852778
2220455	10,00016023
3328513	10,01615151
2271362	10,02270845
2458010	10,03709656
3302592	10,04457366
988069	10,04708227
3165832	10,05757996
2044270	10,06132732
1969670	10,06928484
408870	10,07200998
3700070	10,07218725
983184	10,08762641
4209730	10,08771915
3442905	10,08861194
1338712	10,08862763
3885462	10,10783859
3018832	10,10897552
3778446	10,10998911
2283088	10,11048195
3742500	10,12815236
3215457	10,13275074
2883812	10,13312136
2487698	10,13473379
3776673	10,1362035
2094010	10,13681646
113250	10,14392881
406957	10,14469695
944057	10,15155079
2198408	10,16115094
3176209	10,17016178
495102	10,17271011
3798033	10,17338953
3240997	10,17760116
2497238	10,18069666
2169560	10,19299714
3737386	10,21504397
2858574	10,21630127
4093734	10,21909484
402695	10,23350281
3773693	10,24534106
742940	10,25289064
659762	10,26256132
3757316	10,26637266
4249063	10,26699984
4142189	10,27093508
1458695	10,27326893
2184453	10,28318236
3289035	10,29006895
434429	10,29151622
3738758	10,29781678
1970208	10,2993029
2620618	10,30832034
389488	10,31492533
363842	10,32157675
3280219	10,32493737
3360687	10,3255861
2264094	10,32795969
2653151	10,32852583
1226989	10,33120208
2591107	10,3375925
4252126	10,3376433
4114957	10,35361853
2322963	10,35672926
3018828	10,35765287
4144332	10,36363564
4097561	10,37317349
234561	10,38199849
4055741	10,3834625
1017887	10,38375354
4301930	10,384008
2559695	10,38499123
216325	10,38866203
450319	10,39622161
2316333	10,39966834
132890	10,40846744
1188811	10,41593212
2532999	10,41895667
1086593	10,43175434
148914	10,44067798
3179910	10,44808618
3877090	10,45502558
393633	10,45587291
1811612	10,45638917
3889697	10,45651659
4086076	10,46141698
4166022	10,46160809
3754466	10,46841442
742309	10,4702722
4003898	10,47223007
4039985	10,48530525
1378547	10,49083707
740879	10,49089617
4471501	10,49249032
403067	10,5018723
471624	10,50227268
2560246	10,50696175
47835	10,50709027
2198522	10,51025661
1021281	10,51970821
976241	10,52729568
1081135	10,54188018
77270	10,55067626
4002607	10,56022715
2413862	10,56159075
4144845	10,57409505
3816831	10,57474672
3877089	10,58947466
1963616	10,59522646
36962	10,59696084
4179098	10,60515594
4393368	10,60545615
4349044	10,61139434
2585866	10,61547438
4198609	10,62044135
1975946	10,62345162
3700068	10,63307701
2251007	10,63316124
2215097	10,63694479
52291	10,64026396
724940	10,64190899
3098934	10,64362192
3160543	10,64647708
1443634	10,64839813
1911606	10,66003454
2525058	10,66080741
3870844	10,66678091
931677	10,6671518
3076350	10,6845609
741445	10,68513358
2501080	10,69370747
3886879	10,69497379
2224613	10,69910174
3785808	10,70839527
416170	10,70948161
3839557	10,71175864
3063369	10,7187269
3165870	10,73294499
1785592	10,7339461
3976600	10,73681233
385272	10,74358654
3864930	10,74589511
4312035	10,74746669
3278555	10,74963343
2492111	10,7506813
1457795	10,75731554
3657684	10,77118491
3253518	10,77163025
236090	10,77830044
175962	10,78161657
1470615	10,78635216
3736753	10,7868797
705947	10,79277736
3795000	10,79405457
3983935	10,79777923
2591421	10,79839251
4549128	10,79972008
814226	10,81544534
3253345	10,82241931
2448585	10,82310921
1955413	10,82864524
3160843	10,83458518
1022346	10,8354701
1912246	10,84059049
2524436	10,84549877
2584944	10,85629126
2581709	10,85670364
592816	10,86606492
2523978	10,86871667
416714	10,87535991
4124289	10,87809993
1372252	10,88279632
3253271	10,88696587
2867681	10,88714734
4136716	10,8903616
2893281	10,89132656
2394018	10,89241538
2542248	10,89307904
3360769	10,90060188
743495	10,90170241
210047	10,90447976
3996268	10,90747963
1724668	10,90800679
3300595	10,91637731
3743581	10,91686453
3098153	10,92975097
3269314	10,93082569
2586607	10,93492703
4081198	10,94188253
721941	10,94490105
3301699	10,95418172
3248687	10,95502907
948837	10,96533492
806972	10,97352163
4025459	10,97835136
4103126	10,98043527
1610963	10,98935574
3843498	10,99311737
4132863	10,99394793
2384031	10,99451601
913218	11,00831332
4002803	11,00914338
3637958	11,01411263
3597659	11,01912733
3963431	11,02083602
1229884	11,02633476
3249379	11,03605468
3384839	11,0363664
3396337	11,0364144
2409330	11,03900011
2251002	11,04402
1858207	11,04940418
3784793	11,05349221
2656943	11,05727295
1994883	11,05847562
4152686	11,06581932
956247	11,07134864
2122378	11,07429461
2656911	11,07437664
3218030	11,08402824
519515	11,0841792
3757317	11,09150942
2185741	11,09346896
4098859	11,09581374
541906	11,09656535
4191701	11,09985697
3769925	11,10022011
1884462	11,10130333
48638	11,10437523
1667802	11,11397837
2586908	11,12016793
855129	11,12128866
1712842	11,12346929
3839901	11,14943889
4543809	11,14998332
3782971	11,15060207
2412363	11,15139238
1996095	11,15893808
3253350	11,16105721
4241685	11,1651825
3963187	11,16740655
2693097	11,18358705
905556	11,19539361
3661430	11,19870382
2650477	11,20059866
3949580	11,21111811
104414	11,23945876
2869993	11,2455057
1976663	11,2465855
3692789	11,24683348
139676	11,25007972
2631656	11,25927429
2963952	11,26027618
3743616	11,26283743
943253	11,26528032
812201	11,27448379
943737	11,28587828
3784264	11,29113757
3292858	11,29313919
3297824	11,298936
29017	11,30062715
3780848	11,31178053
973537	11,3144485
4228362	11,31478271
1231138	11,31669888
3839904	11,33053473
951683	11,33439738
1683894	11,34358455
2496439	11,34690758
246087	11,34872469
4346108	11,35061771
2454376	11,36143346
4101136	11,36327652
55107	11,36518724
3861107	11,38330312
2788984	11,38478819
3143252	11,38634002
931678	11,38637616
740096	11,39148399
1587877	11,39232065
3172245	11,39334406
3270641	11,40164593
4089868	11,40473483
4089873	11,40473483
52440	11,40554248
2631287	11,40840853
4107631	11,41265097
2620617	11,41687209
344574	11,42202352
1871409	11,42847442
3143251	11,44157804
2750744	11,44223988
4543376	11,45189004
3430090	11,46333557
3738756	11,46903428
3841017	11,47131994
3949483	11,4796214
4103838	11,48358052
4162890	11,50576059
2198181	11,51014764
4287023	11,51173634
417673	11,51809596
3275514	11,51972505
3846872	11,52324978
3363136	11,54683987
4478563	11,56203607
4425084	11,5701619
3776300	11,57477545
946309	11,58459978
1968796	11,59115993
3984407	11,593155
626097	11,60452202
2244177	11,60559107
3280221	11,6116545
3280226	11,6116545
3761189	11,61533295
3797590	11,61772371
2705127	11,62282045
552696	11,63322079
3839893	11,64603356
4113181	11,65349291
3367613	11,65815582
3232323	11,66184164
389483	11,6632969
3540761	11,6655202
3784423	11,66962528
136647	11,68296187
4432356	11,68425317
2985546	11,70583307
3275982	11,7085768
37162	11,71069612
1988146	11,71211364
3430820	11,72436903
383120	11,7255241
1675741	11,73678176
394338	11,73987639
3847222	11,74018299
389864	11,74847748
814220	11,74869083
4179588	11,74969846
4122668	11,75166064
3838930	11,75416579
4155629	11,75577852
3742868	11,75822593
855130	11,76185271
2656299	11,76443784
2420272	11,76780288
1727545	11,77553553
3554511	11,78135252
480300	11,78426795
160441	11,79795601
2914295	11,79964578
3272319	11,80442014
1334079	11,80486282
2579580	11,81759879
3859771	11,82331295
3935270	11,82614909
3360767	11,84414358
2851954	11,84936103
4370101	11,84996423
741446	11,86025722
3776483	11,86444539
42442	11,8649519
4081350	11,87200133
737063	11,872522
3563572	11,87579467
3793405	11,88207021
4082222	11,8868463
2496483	11,90367091
3253514	11,91868083
3280227	11,92145327
2436662	11,92368
1115732	11,93488931
3503674	11,93640747
3945523	11,94164537
3222346	11,94353459
4087136	11,94951594
4224411	11,95037356
2630926	11,96680826
2651769	11,96760249
4144410	11,97073471
3257373	11,97590972
3205990	11,9834982
3866117	11,99993856
3952546	12,01253346
3984371	12,01856911
3461290	12,02470687
2587212	12,02803746
1879394	12,03419454
1115734	12,04195613
3948357	12,04332506
613230	12,04755374
256312	12,05557687
3508628	12,06369173
2207890	12,07189467
1890615	12,07666576
403072	12,07797538
4090388	12,08752802
3178488	12,09643237
3839578	12,09895241
3652136	12,09910438
1187580	12,09936689
3804381	12,11192263
3198157	12,12349488
2093464	12,12383348
4101972	12,12865532
2586883	12,13172134
3504470	12,14019
4224963	12,15517414
12675	12,16703004
3483105	12,16932577
436186	12,18527634
4100164	12,18795207
4096459	12,19104618
3171726	12,1984688
142684	12,20913129
4330720	12,2125959
3086189	12,21593058
3276934	12,22277859
128078	12,22332983
3961431	12,22513067
3649590	12,22706234
856207	12,23448923
828181	12,23678427
1195554	12,23862784
1115737	12,24132025
3369052	12,2637226
206986	12,26793742
55108	12,27047474
236022	12,27518448
3292972	12,28064842
4320867	12,29450005
2812272	12,29829234
4283403	12,3023048
