ECD_RS25575	834324	834389	+	332.1221218	53	ompX	834442	834957	+	1133.177177
flgG	1137296	1138078	+	20.50843172	53	flgH	1138131	1138829	+	10.14343775
ECD_RS25595	1200699	1200809	-	2.861644085	53	ycgX	1200862	1201266	-	1.221765196
oppF	1291356	1292360	+	21.19784	53	yciU	1292413	1292742	-	32.19318756
ydcO	1458968	1460182	-	2.876660682	53	sutR	1460235	1460771	+	3.498159311
rplT	1743808	1744164	-	1811.361792	53	rpmI	1744217	1744414	-	1865.903322
ECD_RS08870	1749578	1749685	+	1.298701706	53	ydiY	1749738	1750496	-	52.78543913
yecE	1897313	1898131	+	4.469101031	53	yecN	1898184	1898579	+	26.7075408
yohF	2121413	2122174	-	0.58340295	53	mdtQ	2122227	2123663	-	0.375093264
nuoG	2284691	2287417	-	165.3440704	53	nuoF	2287470	2288807	-	155.1061565
ECD_RS13815	2768251	2769831	-	1.235528476	53	ECD_RS13820	2769884	2770834	-	1.031135304
ygeY	2839626	2840837	+	0.341311688	53	hyuA	2840890	2842275	+	0.2849719
ygiV	3036186	3036668	-	11.92665221	53	ygiW	3036721	3037113	-	40.89606489
trmL	3650416	3650889	+	21.01169216	53	cysE	3650942	3651763	-	36.64817925
yicH	3697934	3699643	+	9.468027614	53	yicI	3699696	3702014	-	1.294827667
yicN	3730317	3730769	-	4.651562884	53	adeQ	3730822	3732156	-	0.307493976
dnaB	4171723	4173138	+	40.59852308	53	alr	4173191	4174270	+	32.14316624
ECD_RS25015	4416705	4416830	+	0.715139099	53	ECD_RS25435	4416883	4417140	-	3.296807403
murG	102449	103516	+	32.61089514	54	murC	103570	105045	+	51.82483459
yaeI	187100	187912	-	1.025390883	54	dapD	187966	188790	-	110.0728785
pgpA	401990	402508	+	37.83198261	54	yajO	402562	403536	-	7.744137779
thiI	406950	408398	+	39.64426726	54	yajL	408452	409042	-	15.11439194
mnmA	1196034	1197140	-	40.64392309	54	nudJ	1197194	1197655	-	5.869586013
pdeR	1331125	1333110	-	4.426775645	54	ECD_RS06750	1333164	1333268	+	3.118565261
pspA	1354445	1355113	+	14.49235036	54	pspB	1355167	1355391	+	7.433032696
yeaX	1831571	1832536	+	0.735910775	54	rnd	1832590	1833705	-	17.63943654
ECD_RS09875	1937056	1937129	-	2511.568995	54	ECD_RS09880	1937183	1937258	-	2481.528371
yfaE	2238883	2239137	+	80.85059491	54	inaA	2239191	2239841	-	23.97914251
oxc	2368144	2369838	-	0.182410829	54	frc	2369892	2371142	-	0.215475914
ECD_RS15305	3081680	3081755	+	41.78230575	54	nfeF	3081809	3082573	-	2.677161709
yheU	3343819	3344037	+	15.23428371	54	prkB	3344091	3344960	+	8.117249259
gorA	3508685	3510037	+	50.77861307	54	dinQ	3510091	3510174	-	276.2627523
arsR	3510914	3511267	+	1.2508198	54	arsB	3511321	3512610	+	1.498286786
yieF	3783448	3784014	+	10.58698297	54	adeP	3784068	3785405	-	98.82436065
rrf	231685	231800	+	157031.4125	55	ECD_RS01060	231855	231931	+	16605.20419
cspE	617652	617861	+	72.87314481	55	crcB	617916	618299	-	16.35517571
pflB	956363	958645	-	120.4685876	55	focA	958700	959557	-	22.08448584
putA	1079202	1083164	-	16.36072976	55	ECD_RS05405	1083219	1083428	+	0.22061279
ghrA	1100453	1101391	+	28.55592622	55	ycdX	1101446	1102183	+	42.13857121
ychH	1246939	1247217	+	6.933214311	55	dauA	1247272	1248951	-	8.040470833
yciY	1294380	1294553	+	39.80659392	55	kch	1294608	1295861	-	3.465646824
nimT	1820050	1821231	+	0.458776701	55	yeaO	1821286	1821633	+	7.945071382
manZ	1849622	1850473	+	66.57146531	55	yobD	1850528	1850986	+	7.661274558
wcaJ	2019078	2020472	-	0.162483582	55	cpsG	2020527	2021897	-	2.017082094
elaB	2270896	2271201	-	8.228779561	55	elaA	2271256	2271717	-	4.499947415
yfjD	2615176	2616462	+	14.76411754	55	grpE	2616517	2617110	-	233.048186
xni	2763645	2764400	+	12.88101479	55	fucO	2764455	2765603	-	0.807728508
ECD_RS25765	2863800	2863871	-	0	55	idi	2863926	2864474	+	3.16974927
cmtA	2908329	2909717	-	0.033083966	55	cmtB	2909772	2910188	-	0.427360233
murA	3203735	3204994	-	88.04988638	55	ibaG	3205049	3205303	-	59.40641257
prkB	3344091	3344960	+	8.117249259	55	yhfA	3345015	3345419	-	23.16741954
yhhT	3474249	3475298	+	1.362718502	55	acpT	3475353	3475940	+	14.14207139
gmk	3688220	3688843	+	83.37792601	55	rpoZ	3688898	3689173	+	231.3902384
rrf	3836942	3837057	+	158372.3121	55	ECD_RS19035	3837112	3837188	+	17006.40478
uvrD	3888260	3890422	+	24.30452589	55	ECD_RS19300	3890477	3891379	-	5.593443304
cdh	4017852	4018607	+	9.985213149	55	tpiA	4018662	4019429	-	165.3998959
rpmE	4034936	4035148	+	995.3316324	55	ECD_RS20035	4035203	4035826	-	1.435639594
queA	390413	391483	+	27.72492257	56	tgt	391539	392666	+	101.0572814
ECD_RS01970	412484	413419	+	1.342475552	56	ECD_RS01975	413475	414017	-	7.840290539
ECD_RS03900	774221	774553	+	0	56	ECD_RS03905	774609	775634	+	0
osmC	1512093	1512524	+	3.364453542	56	ddpF	1512580	1513506	-	0.681117573
ydiR	1724817	1725755	+	0.378558157	56	ydiS	1725811	1727100	+	0.313427116
yeaW	1830391	1831515	+	0.318616799	56	yeaX	1831571	1832536	+	0.735910775
purT	1876605	1877783	+	9.932443536	56	kdgA	1877839	1878480	-	66.88275744
ECD_RS10015	1967408	1967483	+	827.2974451	56	ldtA	1967539	1968474	-	2.517661581
yeiI	2146599	2147687	+	7.674201185	56	nupX	2147743	2148993	-	1.711406707
yfcE	2306487	2307038	-	39.53194445	56	yfcF	2307094	2307738	-	2.915416647
evgS	2362262	2365855	+	1.468631699	56	yfdE	2365911	2367056	-	0.077515077
yfhH	2565358	2566206	+	3.115952028	56	yfhL	2566262	2566522	+	6.069446777
eamB	2582023	2582610	+	3.099547363	56	grcA	2582666	2583049	-	8.277439374
rpiA	2889524	2890183	-	86.05306624	56	ECD_RS14355	2890239	2890469	-	0.601145768
yhcN	3246700	3246963	+	30.78087595	56	yhcO	3247019	3247291	-	0.99309748
arfA	3299601	3299819	-	14.44553186	56	zntR	3299875	3300300	-	7.919628233
wzzE	3859271	3860317	+	42.59530508	56	wecB	3860373	3861503	+	48.82682423
yjgN	4391128	4392324	+	0.332634964	56	valS	4392380	4395235	-	101.8965334
yjhP	4440940	4441686	-	1.568177972	56	yjhQ	4441742	4442287	-	1.135373283
fixX	49659	49946	+	0.470505974	57	yaaU	50003	51334	+	0.269027568
ldcC	212522	214663	+	1.949031936	57	yaeR	214720	215109	+	7.920888125
ECD_RS24535	497786	498046	+	0.177171661	57	ECD_RS26005	498103	498276	+	0.26678756
allB	508292	509653	+	0.227074657	57	ybbY	509710	511011	+	0.312916768
ralR	1398901	1399095	-	0	57	recT	1399152	1399961	-	0.166540481
pqqL	1527888	1530671	-	0.834326678	57	yddB	1530728	1533100	-	0.750628558
lsrG	1555074	1555364	+	0.783182108	57	tam	1555421	1556179	+	0.702857979
ydiT	1727097	1727390	+	0.314297673	57	fadK	1727447	1729093	+	1.189723287
fadK	1727447	1729093	+	1.189723287	57	ppsA	1729150	1731528	-	140.9822863
pgsA	1937410	1937958	-	23.6925897	57	uvrC	1938015	1939847	-	3.991647422
yfaV	2249037	2250326	-	1.17042952	57	rhmD	2250383	2251588	-	0.076225017
yfcG	2307874	2308521	+	0.620118349	57	folX	2308578	2308940	+	36.96663341
rlmD	2746288	2747589	-	15.19144631	57	barA	2747646	2750402	+	4.10808299
bglA	2874528	2875961	+	18.34371982	57	ygfF	2876018	2876761	-	3.00447695
aroB	3377776	3378864	-	98.69408034	57	aroK	3378921	3379442	-	145.6706664
yhgN	3438220	3438813	+	12.7333509	57	gntU	3438870	3440210	-	42.65894627
frsA	261021	262265	+	14.78306843	58	crl	262323	262724	+	66.47984764
ecpB	279543	280211	-	0.463000799	58	ecpA	280269	280904	-	1.741039583
phoB	382544	383233	+	4.867193829	58	phoR	383291	384586	+	2.937641895
ECD_RS25525	537290	537439	+	0	58	ybcK	537497	539023	+	0.056117755
deoR	865895	866653	-	13.9489637	58	ybjG	866711	867307	-	20.34717791
hspQ	1033493	1033810	-	90.41731904	58	rlmI	1033868	1035058	-	38.44212601
ECD_RS05420	1085638	1086468	+	16.42229684	58	efeO	1086526	1087653	+	29.67812356
tsaB	1836298	1836993	-	35.93461914	58	yoaA	1837051	1838961	-	8.411698553
yfcD	2305887	2306429	-	56.65645405	58	yfcE	2306487	2307038	-	39.53194445
pepB	2521000	2522283	-	45.96367267	58	iscX	2522341	2522541	-	121.0912715
tadA	2563953	2564456	-	24.52550678	58	yfhb	2564514	2565149	-	9.212752877
proW	2645869	2646933	+	2.986239445	58	proX	2646991	2647983	+	2.116907024
sdaC	2760819	2762108	+	147.82134	58	sdaB	2762166	2763533	+	92.73357168
fucU	2777168	2777590	+	8.469539113	58	fucR	2777648	2778379	+	5.919152621
ygeW	2837127	2838314	+	0.293856365	58	dpaL	2838372	2839568	+	0.711446058
dpaL	2838372	2839568	+	0.711446058	58	ygeY	2839626	2840837	+	0.341311688
zupT	3049987	3050760	+	12.52198875	58	ECD_RS25920	3050818	3050988	-	5.338821564
creC	4553997	4555421	+	4.218377695	58	creD	4555479	4556831	+	0.688054975
yaiW	362497	363591	+	7.520823688	59	yaiY	363650	363958	-	1.623995826
ybhB	791426	791902	-	34.68092575	59	bioA	791961	793250	-	26.77105317
ybiR	837639	838757	+	9.956356746	59	ldtB	838816	839736	-	53.42603846
csgA	1107014	1107469	+	0.875547977	59	csgC	1107528	1107860	+	0.683805526
ydeQ	1542301	1543215	-	0	59	ydeR	1543274	1543777	-	0.347125148
pdxY	1660222	1661085	-	26.73550391	59	tyrS	1661144	1662418	-	151.1859917
pdxH	1662547	1663203	-	22.58743108	59	mliC	1663262	1663591	-	2.041847167
yoaJ	1823251	1823325	+	28.65287009	59	yeaQ	1823384	1823632	-	14.79495229
rfbA	2009172	2010050	-	29.71832752	59	rfbD	2010109	2011008	-	27.24241102
yfbR	2296114	2296713	+	7.956809884	59	yfbS	2296772	2298604	-	2.516722688
gntX	3405243	3405926	+	24.15914575	59	nfuA	3405985	3406560	+	92.87509591
ECD_RS19210	3872615	3872691	+	2137.696783	59	ECD_RS19215	3872750	3872825	+	3960.306963
alsB	4218294	4219229	-	1.263496419	59	alsR	4219288	4220178	-	8.380252087
dtpC	4262039	4263496	-	1.014501458	59	cadA	4263555	4265702	-	0.826442203
secA	111084	113789	+	60.409941	60	mutT	113849	114238	+	10.04968783
pcnB	160581	161978	-	52.70609083	60	gluQRS	162038	162934	-	6.956417225
ybbW	506778	508232	+	0.061030453	60	allB	508292	509653	+	0.227074657
nagA	661477	662625	-	16.08957131	60	nagB	662685	663485	-	13.92428461
potI	901788	902633	+	1.891220936	60	ybjO	902693	903181	+	7.572587241
ptsG	1160436	1161869	+	60.31685811	60	fhuE	1161929	1164118	-	0.690407173
ompW	1299612	1300250	+	1.272348389	60	yciE	1300310	1300816	-	0.351197023
mlrA	2109729	2110460	+	1.759275705	60	yohO	2110520	2110627	+	46.6200203
ygcG	2738300	2739172	+	0.203621695	60	eno	2739232	2740530	-	442.8252705
ygiL	3052851	3053402	+	0.806156803	60	ECD_RS15175	3053462	3055966	+	0.160046526
ECD_RS17550	3520081	3520359	-	0	60	mdtE	3520419	3521576	+	0.499957569
creD	4555479	4556831	+	0.688054975	60	arcA	4556891	4557607	-	85.53545166
ftsA	106787	108049	+	52.87486959	61	ftsZ	108110	109261	+	131.2736021
cnoX	486572	487426	-	62.74824618	61	ybbO	487487	488296	-	11.80760938
ECD_RS03965	783347	783919	+	0	61	ECD_RS03970	783980	787378	+	0.038700923
nfsA	895888	896610	+	55.4948897	61	rimK	896671	897573	+	37.62621877
ynfE	1603266	1605692	+	0.475383187	61	ynfF	1605753	1608176	+	1.551824453
ECD_RS10610	2095141	2098773	+	0.713364427	61	ECD_RS10615	2098834	2099151	+	0.280624204
glnB	2552875	2553213	-	67.47514915	61	glrR	2553274	2554608	-	9.105003718
argB	4064314	4065090	+	33.62889757	61	argH	4065151	4066524	+	50.52607326
secM	110510	111022	+	45.50637567	62	secA	111084	113789	+	60.409941
glnD	188821	191493	-	4.518681688	62	map	191555	192349	-	79.95999485
ECD_RS03970	783980	787378	+	0.038700923	62	lom	787440	788060	+	0
ycfJ	1170191	1170730	+	3.899358477	62	comR	1170792	1171424	-	9.208377535
tyrP	1934823	1936034	+	8.584817144	62	yecA	1936096	1936761	-	14.40095193
ldtA	1967539	1968474	-	2.517661581	62	cobT	1968536	1969615	-	4.91607497
bamE	2620007	2620348	+	58.02116615	62	yfjF	2620410	2620700	-	75.23380432
argA	2787522	2788853	+	9.937282178	62	recD	2788915	2790741	-	9.75030435
degS	3243363	3244430	+	14.94857495	62	mdh	3244492	3245430	-	117.8747519
cbrC	3786826	3787413	+	4.247710406	62	yieK	3787475	3788197	-	1.128409981
atpF	3809219	3809689	-	908.6101912	62	atpE	3809751	3809990	-	1216.520592
rhtC	3900624	3901244	+	6.412552653	62	rhtB	3901306	3901926	-	3.962138698
ytfK	4351726	4351932	+	54.64006019	62	paeA	4351994	4353337	-	14.53768424
fetB	485730	486509	+	4.477113191	63	cnoX	486572	487426	-	62.74824618
ydcH	1452713	1452937	+	5.197307501	63	rimL	1453000	1453539	+	2.648757096
btuE	1737973	1738524	-	9.774209776	63	btuC	1738587	1739567	-	7.412281537
manX	1847775	1848746	+	41.2472918	63	manY	1848809	1849609	+	63.54220174
ECD_RS13270	2658025	2658101	-	854.7709769	63	ECD_RS13275	2658164	2658240	-	1032.917919
rpoS	2706527	2707519	-	46.52702753	63	nlpD	2707582	2708721	-	47.23624476
ebgC	3091804	3092253	+	0.600735306	63	ygjI	3092316	3093749	+	0.155895221
hslO	3390154	3391032	+	78.09532825	63	yhgE	3391095	3392819	-	3.207120398
yhiI	3491919	3492986	-	4.842818067	63	yhiY	3493049	3493162	-	18.07737476
secB	3652862	3653329	-	175.5653465	63	grxC	3653392	3653643	-	124.6763263
ampC	4284887	4286020	-	2.877079888	63	frdD	4286083	4286442	-	8.799354119
ytgA	4397697	4397747	+	51.73562771	63	lptF	4397810	4398910	+	35.54650555
idnT	4402798	4404117	-	1.276001552	63	idnO	4404180	4404944	-	0.46082742
yadI	147381	147821	+	6.610809659	64	yadE	147885	149114	+	7.07984172
ycdZ	1102863	1103354	+	33.80773933	64	csgG	1103418	1104251	-	1.444458366
grxB	1125977	1126624	-	4.648042964	64	mdtH	1126688	1127896	-	2.041737299
acnA	1322201	1324876	+	11.65468179	64	ribA	1324940	1325530	-	35.35097211
glsB	1560898	1561824	-	12.85353972	64	sad	1561888	1563276	-	3.900425213
ydhX	1695614	1696282	-	0.330051401	64	ydhW	1696346	1696984	-	0.566568819
lpp	1702690	1702926	+	11457.96986	64	ldtE	1702990	1703994	-	2.006256515
emrB	2652582	2654120	+	20.37717129	64	luxS	2654184	2654699	-	120.6020232
ygiM	3067306	3067926	+	8.971195272	64	cca	3067990	3069228	+	14.04914975
yhiD	3516442	3517089	-	0.137271282	64	hdeB	3517153	3517479	-	0.404513958
rsmG	3811858	3812481	-	55.07789735	64	mnmG	3812545	3814434	-	81.65989223
recQ	3898731	3900560	+	15.81061293	64	rhtC	3900624	3901244	+	6.412552653
yaeR	214720	215109	+	7.920888125	65	tilS	215174	216472	+	18.83308638
rnhA	238462	238929	-	13.93138447	65	dnaQ	238994	239725	+	16.82305162
queC	433898	434593	-	16.73515776	65	ybaE	434658	436358	-	1.567636917
ybdF	564187	564555	-	4.09922493	65	ybdJ	564620	564868	-	6.314153953
tolR	734510	734938	+	57.05530951	65	tolA	735003	736268	+	33.76312927
yegX	2080628	2081446	-	1.845181422	65	thiD	2081511	2082311	-	16.23171412
elaA	2271256	2271717	-	4.499947415	65	rbn	2271782	2272699	+	3.655708902
ypdK	2374806	2374877	+	25.0348412	65	alaC	2374942	2376180	-	19.16446016
ECD_RS13810	2767188	2768186	-	1.260752094	65	ECD_RS13815	2768251	2769831	-	1.235528476
hemW	2928125	2929261	+	19.53618062	65	yggM	2929326	2930333	-	0.671889876
yggX	2934861	2935136	+	53.67186171	65	mltC	2935201	2936280	+	9.034866956
rsmI	3160974	3161834	-	34.63559775	65	lpoA	3161899	3163935	+	8.955921863
igaA	3386849	3388984	+	11.6476775	65	yrfG	3389049	3389717	+	36.88357943
ilvE	3842726	3843655	+	56.02372518	65	ilvD	3843720	3845570	+	38.11999446
nanS	4445117	4446097	-	0.499768848	65	nanM	4446162	4447268	-	0.401254517
fimA	4452394	4452942	+	1.05658309	65	fimI	4453007	4453546	+	0.085292677
hypT	4466657	4467568	-	4.473008824	65	iadA	4467633	4468805	-	24.60772266
yjiK	4472022	4472882	-	1.619947085	65	ytiA	4472947	4473204	-	2.424768509
nhaA	17488	18654	+	17.47401738	66	nhaR	18720	19619	+	3.943089743
ispH	30349	31299	+	63.42013218	66	rihC	31365	32279	+	7.428543988
lacA	330784	331395	-	0	66	lacY	331461	332714	-	0.070828473
ybdJ	564620	564868	-	6.314153953	66	ybdK	564934	566052	-	0.470786164
flgJ	1139938	1140879	+	5.862106474	66	flgK	1140945	1142588	+	5.07086987
usg	2322889	2323902	-	91.62492914	66	pdxB	2323968	2325104	-	42.35926853
ECD_RS12740	2563190	2563887	+	8.291370846	66	tadA	2563953	2564456	-	24.52550678
yghG	2973348	2973758	-	9.929449909	66	pppA	2973824	2974633	-	10.7331212
mreC	3260031	3261134	-	57.3013875	66	mreB	3261200	3262243	-	121.1070063
pyrE	3681917	3682558	-	57.36490009	66	rph	3682624	3683340	-	65.97106795
gluQRS	162038	162934	-	6.956417225	67	dksA	163001	163456	-	207.0535125
hcxB	820343	821428	+	13.65063414	67	ybiE	821495	821554	+	10.70242652
ECD_RS08045	1590255	1590533	-	0.651451873	67	ECD_RS08050	1590600	1590851	-	0.525868146
ynjD	1783123	1783776	+	2.739165116	67	ynjE	1783843	1785150	+	5.443850098
yebF	1875758	1876114	-	19.03678002	67	yebG	1876181	1876471	-	16.07367234
gutM	2668588	2668947	+	1.238509055	67	srlR	2669014	2669787	+	5.311965193
yhfK	3346404	3348494	+	12.0313121	67	argD	3348561	3349781	-	38.2320825
yieH	3785572	3786237	+	7.672131432	67	cbrB	3786304	3786777	+	3.122916208
ompL	3970301	3970993	-	0.066407323	67	yihO	3971060	3972463	-	0.157021601
menA	4027346	4028272	-	18.91264789	67	hslU	4028339	4029670	-	137.8551327
rplJ	4088047	4088544	+	3565.844362	67	rplL	4088611	4088976	+	2777.362529
idnR	4401733	4402731	-	1.794416577	67	idnT	4402798	4404117	-	1.276001552
fimC	4453583	4454308	+	0	67	fimD	4454375	4457011	+	0.136965593
pheP	560641	562017	+	19.15287297	68	ybdG	562085	563332	-	10.11943248
plsX	1150188	1151258	+	169.5878141	68	fabH	1151326	1152279	+	198.8288096
rnb	1333345	1335279	-	64.26517989	68	yciW	1335347	1336474	-	2.628637626
ycjD	1337774	1338127	-	4.057184631	68	sapF	1338195	1339001	-	9.884877289
ECD_RS25270	2275808	2277165	+	9.20843573	68	nuoN	2277233	2278690	-	128.4096893
nudK	2447392	2447967	-	6.451808968	68	aegA	2448035	2450014	-	1.459381739
syd	2757325	2757870	-	11.62493324	68	queF	2757938	2758786	+	28.38486725
yhdP	3253614	3257414	-	7.05929947	68	rng	3257482	3258951	-	24.44313465
ECD_RS16290	3280198	3281223	+	0.173197751	68	yhdX	3281291	3282472	+	0.611702267
yjiJ	4470776	4471954	-	1.434125226	68	yjiK	4472022	4472882	-	1.619947085
hpaH	4504330	4505133	-	1.593610873	68	ECD_RS22310	4505201	4505581	-	1.516763267
ECD_RS01035	226610	228151	+	7463.764412	69	ECD_RS01040	228220	228296	+	1386.310146
mnmH	499277	500371	-	4.61938283	69	allS	500440	501366	-	0.287601886
fabA	1021041	1021559	-	205.0935515	69	ycbZ	1021628	1023388	-	21.02482403
ydfK	1409550	1409783	-	0.197790777	69	ECD_RS25630	1409852	1409965	-	1.173812825
ECD_RS25655	1582186	1582299	+	0.409709467	69	ydfK	1582368	1582601	+	0.184438742
guaA	2495438	2497015	-	217.2281843	69	guaB	2497084	2498550	-	158.6224982
trxC	2585335	2585754	+	21.57363135	69	tapT	2585823	2586521	+	9.660366612
recX	2662105	2662605	-	2.573689909	69	recA	2662674	2663735	-	87.3441731
mutH	2807943	2808632	+	3.751356422	69	ygdQ	2808701	2809414	+	9.289605592
ECD_RS16335	3288246	3288322	-	1373.428057	69	ECD_RS16340	3288391	3289932	-	7577.166051
ECD_RS19570	3942344	3943885	+	7592.470998	69	ECD_RS19575	3943954	3944030	+	1362.092349
rpiB	4220537	4220986	+	2.286684965	69	yjdP	4221055	4221384	+	2.964487986
yaaA	5681	6457	-	16.97520916	70	yaaJ	6527	7957	-	0.962943447
ECD_RS01790	373743	374440	-	8.964025472	70	rdgC	374510	375421	-	18.6369404
priC	459331	459858	-	10.40054747	70	ybaN	459928	460305	+	6.222560774
rmf	1020804	1020971	+	14.14697738	70	fabA	1021041	1021559	-	205.0935515
araG	1928697	1930211	-	0.652901798	70	araF	1930281	1931270	-	0.133063802
ECD_RS26035	2084871	2085035	-	2.457646955	70	ECD_RS10580	2085105	2085296	-	3.058150645
folC	2318927	2320195	-	45.78746587	70	accD	2320265	2321179	-	201.8447309
yfdV	2367130	2368074	-	0.048661146	70	oxc	2368144	2369838	-	0.182410829
yfgJ	2500079	2500294	-	28.35151847	70	der	2500364	2501836	-	49.26041512
ygcU	2730125	2731579	-	0.33246962	70	ygcW	2731649	2732434	-	0
yqjF	3116861	3117253	+	2.041164284	70	yqjG	3117323	3118309	+	2.880885225
yhjG	3537478	3539538	-	0.63426662	70	pdeH	3539608	3540375	-	0.407205229
rfaC	3663958	3664938	+	24.33915589	70	ECD_RS18185	3665008	3666261	-	2.806384315
mobA	3948152	3948736	-	7.191444338	70	yihD	3948806	3949075	+	50.29671406
lpdA	130717	132141	+	741.2063229	71	yacH	132212	134065	-	1.416697088
lafU	254608	255393	+	0.171638659	71	dinB	255464	256519	+	2.953507313
serC	962743	963831	+	82.39077384	71	aroA	963902	965185	+	37.71647185
yobI	1892033	1892098	-	0	71	yebB	1892169	1892771	+	4.676157271
yeiL	2150164	2150862	+	0.26334267	71	psuT	2150933	2152183	-	0.217956036
ligA	2400548	2402563	-	26.02648323	71	zipA	2402634	2403620	-	92.4931644
mazG	2742483	2743274	-	19.99366894	71	mazF	2743345	2743680	-	18.49403678
tuf	3329746	3330930	-	2531.582263	71	fusA	3331001	3333115	-	1579.385903
bdcA	4384982	4385695	-	4.278094333	71	bdcR	4385766	4386359	+	3.987819144
mltD	235524	236882	-	48.3179857	72	gloB	236954	237709	-	7.003902897
aroM	372053	372730	+	4.953593719	72	ppnP	372802	373086	+	21.43895743
yccM	1056577	1057650	-	1.152319153	72	torS	1057722	1060466	-	0.908587667
ECD_RS06160	1215873	1216166	+	32.92573591	72	ycgM	1216238	1216897	+	20.99258705
ECD_RS14645	2945700	2946683	+	44.32146208	72	ECD_RS14650	2946755	2947903	+	36.28530199
tdcG	3124584	3125948	-	1.312570306	72	tdcF	3126020	3126409	-	1.268998387
